msd,ls,pressure
49286.45833333296,159.91823670661734,739.7274411768539
49286.49999999962,159.94088715240812,728.9441048897669
49286.541666666286,159.96353931938734,717.7215095616968
49286.58333333295,159.98619315729837,707.0524081947
49286.624999999614,160.00884862331702,697.8086148576895
49286.66666666628,160.03150576300337,692.8875217895788
49286.70833333294,160.05416457680812,690.2079552715402
49286.74999999961,160.0768250631572,695.7755740911292
49286.79166666627,160.09948722499658,718.4657590608857
49286.833333332936,160.12215106102582,737.8744863936057
49286.8749999996,160.14481657183663,737.6733629668868
49286.916666666264,160.1674836990452,739.3434681767851
49286.95833333293,160.19015252405288,751.1565633859191
49286.99999999959,160.2128230600163,756.5623010527995
49287.04166666626,160.23549529757423,757.2039000863634
49287.08333333292,160.25817208950187,760.0031140197734
49287.124999999585,160.2808675099542,762.0400165905311
49287.16666666625,160.3035629304065,765.3348081078141
49287.208333332914,160.32625835085884,767.3668840972902
49287.24999999958,160.34895377131116,768.2792143713032
49287.29166666624,160.3716491917635,778.8930388268473
49287.33333333291,160.39434461221583,787.3113346728562
49287.37499999957,160.41704003266815,774.1483282749965
49287.416666666235,160.43973545312048,753.464424090818
49287.4583333329,160.4624308735728,740.5011561335359
49287.49999999956,160.48512629402515,729.1506398364462
49287.54166666623,160.5078217144775,717.6665614859451
49287.58333333289,160.53051713492982,707.150688646391
49287.624999999556,160.55321255538215,697.5875855999875
49287.66666666622,160.57590797583447,692.6383912160964
49287.708333332885,160.59860339628682,690.2648987183788
49287.74999999955,160.62129881673914,696.3747910658354
49287.79166666621,160.64399423719146,719.7688191322059
49287.83333333288,160.6666896576438,738.6487008593689
49287.87499999954,160.6893850780961,737.6172659422214
49287.916666666206,160.71208049854846,739.9065464053558
49287.95833333287,160.7347759190008,752.098893205124
49287.999999999534,160.7574713394531,757.3685121367703
49288.0416666662,160.78016675990546,758.5068539377702
49288.08333333286,160.80286218035778,761.0502619259871
49288.12499999953,160.82556147727917,762.7859144267468
49288.16666666619,160.84827899799058,766.3551828301452
49288.208333332856,160.87099824751138,767.3871152317432
49288.24999999952,160.89371917749236,767.6030761356903
49288.291666666184,160.91644174009608,779.1381917962788
49288.33333333285,160.93916598528506,787.0234128567615
49288.37499999951,160.96189191200946,772.6282525665499
49288.41666666618,160.98461952066404,752.9308371317336
49288.45833333284,161.00734871485068,740.7324318296692
49288.499999999505,161.03007968691796,728.6908085445162
49288.54166666617,161.0528123889845,717.5380018876186
49288.583333332834,161.0755467729619,707.3713896928542
49288.6249999995,161.09828269732787,696.7196441202666
49288.66666666616,161.12102048614474,691.6602065387813
49288.70833333283,161.14376095678514,690.5797653738063
49288.74999999949,161.16650932781232,697.0219893108629
49288.791666666155,161.18925769883944,720.044478380282
49288.83333333282,161.2120060698666,739.0086158042571
49288.87499999948,161.2347544408937,737.6655130502489
49288.91666666615,161.25750281192086,739.785097076961
49288.95833333281,161.28025118294798,753.3147874135675
49288.999999999476,161.30299955397516,759.2223546686663
49289.04166666614,161.32574792500225,759.3530813817013
49289.083333332805,161.34849629602942,762.9590627359573
49289.12499999947,161.37124626972445,767.0054288738401
49289.16666666613,161.39400428785603,770.0236562528258
49289.2083333328,161.41676375548678,769.0121510539689
49289.24999999946,161.43952512311276,768.868554748927
49289.291666666126,161.46228808937025,780.167525368249
49289.33333333279,161.48505274181764,786.7843138273839
49289.374999999454,161.50781907954496,771.8986565784202
49289.41666666612,161.5305870083909,752.0964752209405
49289.45833333278,161.55335671871148,739.24370410594
49289.49999999945,161.5761282109876,727.4668369366876
49289.54166666611,161.59890129493738,717.1294816399175
49289.583333332776,161.62167606399066,706.7670033848852
49289.62499999944,161.64445242629012,695.9861552709955
49289.666666666104,161.6672306571123,691.3958399438441
49289.70833333277,161.69001049807147,690.343762350024
49289.74999999943,161.7127920163608,696.8183726251611
49289.7916666661,161.73557522335955,720.336412170307
49289.83333333276,161.75836011881893,739.7689891175274
49289.874999999425,161.78114660613798,738.7448283886936
49289.91666666609,161.80393487723572,740.6161218669866
49289.958333332754,161.8267248365818,753.5753707058358
49289.99999999942,161.84951652466185,759.7114683053765
49290.04166666608,161.87230991762738,760.2615935690667
49290.08333333275,161.89510494228304,763.4935927149259
49290.12499999941,161.91790165741676,767.0375735715261
49290.166666666075,161.94070006204961,769.8145314111872
49290.20833333274,161.96350015520497,769.1596937336863
49290.2499999994,161.98630193895684,769.3746469872269
49290.29166666607,162.0091054116559,780.2769258007593
49290.33333333273,162.03191057509719,786.9368208105368
49290.374999999396,162.0547174286991,772.3758575188616
49290.41666666606,162.07752597287762,751.5915010773019
49290.458333332725,162.10033620587546,737.8678153548324
49290.49999999939,162.12314813102518,726.5478335590418
49290.54166666605,162.14596174703792,716.3269990168702
49290.58333333272,162.16877695811127,705.7025438942757
